"id","region","item_code","item_name","item_value","unit","etl_time","dm_update_time","dm_load_time","yr"
"61cd9046-7f36-8b3f-fc75-fa163e9bb5e8",HKI,bi_p_217,Service Reservoir Supply Volume,113.10850,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2017
"61cf6bd2-7f36-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_217,Service Reservoir Supply Volume,280.27138,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2014
"61cfcb4a-7f36-8b3f-fc75-fa163e9bb5e8",K,bi_p_217,Service Reservoir Supply Volume,82.82820,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2006
"61d02892-7f36-8b3f-fc75-fa163e9bb5e8",HKI,bi_p_217,Service Reservoir Supply Volume,104.91231,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2013
"61d08774-7f36-8b3f-fc75-fa163e9bb5e8",NTW,bi_p_217,Service Reservoir Supply Volume,144.07832,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2016
"61d33488-7f36-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_217,Service Reservoir Supply Volume,309.66189,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2025
"61d3fb8e-7f36-8b3f-fc75-fa163e9bb5e8",K,bi_p_217,Service Reservoir Supply Volume,76.44630,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2010
"61d4b952-7f36-8b3f-fc75-fa163e9bb5e8",K,bi_p_217,Service Reservoir Supply Volume,148.04318,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2018
"61d577d4-7f36-8b3f-fc75-fa163e9bb5e8",NTW,bi_p_217,Service Reservoir Supply Volume,123.00881,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2021
"61d63d5e-7f36-8b3f-fc75-fa163e9bb5e8",NTW,bi_p_217,Service Reservoir Supply Volume,130.42864,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2014
"61d8e02c-7f36-8b3f-fc75-fa163e9bb5e8",HKI,bi_p_217,Service Reservoir Supply Volume,98.59928,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2021
"61dac5f4-7f36-8b3f-fc75-fa163e9bb5e8",NTW,bi_p_217,Service Reservoir Supply Volume,81.55898,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2010
"61db268e-7f36-8b3f-fc75-fa163e9bb5e8",HKI,bi_p_217,Service Reservoir Supply Volume,113.24829,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2015
"61dd114c-7f36-8b3f-fc75-fa163e9bb5e8",HKI,bi_p_217,Service Reservoir Supply Volume,100.71789,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2022
"61df002e-7f36-8b3f-fc75-fa163e9bb5e8",NTW,bi_p_217,Service Reservoir Supply Volume,124.28431,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2019
"61e0a17c-7f36-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_217,Service Reservoir Supply Volume,280.43305,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2009
"61e1636e-7f36-8b3f-fc75-fa163e9bb5e8",NTW,bi_p_217,Service Reservoir Supply Volume,71.41957,MCM,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2026-08-21 10:31:45.486,2011
